통계표,"6.1.1 주식시장(일별)"
항목명1,"  시가총액(주식시장, 잠정치)"
단위,"억원 "
변환,"원자료"
2020/03/03,"13,561,760"
2020/03/04,"13,869,380"
2020/03/05,"14,046,840"
2020/03/06,"13,739,180"
2020/03/09,"13,164,270"
2020/03/10,"13,214,800"
2020/03/11,"12,848,950"
2020/03/12,"12,353,510"
2020/03/13,"11,936,860"
2020/03/16,"11,552,160"
2020/03/17,"11,262,030"
2020/03/18,"10,717,880"
2020/03/19,"9,821,690"
2020/03/20,"10,548,930"
2020/03/23,"9,984,500"
2020/03/24,"10,836,950"
2020/03/25,"11,477,120"
2020/03/26,"11,357,410"
2020/03/27,"11,565,810"
2020/03/30,"11,556,300"
2020/03/31,"11,797,280"
2020/04/01,"11,339,440"
2020/04/02,"11,599,870"
2020/04/03,"11,607,430"
2020/04/06,"12,050,000"
2020/04/07,"12,265,180"
2020/04/08,"12,158,580"
2020/04/09,"12,353,270"
2020/04/10,"12,514,460"
2020/04/13,"12,282,260"
2020/04/14,"12,489,400"
2020/04/16,"12,488,810"
2020/04/17,"12,879,120"
2020/04/20,"12,769,320"
2020/04/21,"12,636,940"
2020/04/22,"12,747,860"
2020/04/23,"12,870,240"
2020/04/24,"12,711,590"
2020/04/27,"12,933,180"
2020/04/28,"13,005,040"
2020/04/29,"13,091,790"
2020/05/04,"12,742,130"
2020/05/06,"12,965,560"
2020/05/07,"12,960,950"
2020/05/08,"13,074,040"
2020/05/11,"13,007,690"
2020/05/12,"12,915,680"
2020/05/13,"13,034,640"
2020/05/14,"12,928,840"
2020/05/15,"12,946,190"
2020/05/18,"13,019,260"
2020/05/19,"13,318,350"
2020/05/20,"13,376,990"
2020/05/21,"13,435,610"
2020/05/22,"13,243,020"
2020/05/25,"13,408,260"
2020/05/26,"13,637,350"
2020/05/27,"13,646,780"
2020/05/28,"13,632,930"
2020/05/29,"13,634,500"
2020/06/01,"13,874,780"
2020/06/02,"14,020,570"
2020/06/03,"14,428,710"
2020/06/04,"14,462,600"
2020/06/05,"14,667,690"
2020/06/08,"14,687,150"
2020/06/09,"14,720,510"
2020/06/10,"14,767,120"
2020/06/11,"14,643,920"
2020/06/12,"14,340,870"
2020/06/15,"13,661,750"
2020/06/16,"14,377,010"
2020/06/17,"14,400,250"
2020/06/18,"14,355,180"
2020/06/19,"14,410,800"
2020/06/22,"14,307,190"
2020/06/23,"14,334,350"
2020/06/24,"14,539,510"
2020/06/25,"14,208,660"
2020/06/26,"14,361,680"
2020/06/29,"14,084,630"
2020/06/30,"14,188,600"
2020/07/01,"14,172,800"
2020/07/02,"14,456,640"
2020/07/03,"14,568,120"
2020/07/06,"14,809,480"
2020/07/07,"14,651,790"
2020/07/08,"14,609,940"
2020/07/09,"14,672,080"
2020/07/10,"14,557,810"
2020/07/13,"14,795,930"
2020/07/14,"14,778,560"
2020/07/15,"14,902,400"
2020/07/16,"14,783,070"
2020/07/17,"14,901,800"
2020/07/20,"14,883,580"
2020/07/21,"15,095,150"
2020/07/22,"15,097,170"
2020/07/23,"15,014,250"
2020/07/24,"14,909,860"
2020/07/27,"15,027,100"
2020/07/28,"15,300,860"
2020/07/29,"15,361,960"
2020/07/30,"15,392,870"
2020/07/31,"15,267,980"
2020/08/03,"15,280,250"
2020/08/04,"15,482,690"
2020/08/05,"15,697,780"
2020/08/06,"15,906,720"
2020/08/07,"15,980,220"
2020/08/10,"16,216,750"
2020/08/11,"16,432,440"
2020/08/12,"16,523,040"
2020/08/13,"16,562,930"
2020/08/14,"16,368,570"
2020/08/18,"15,967,250"
2020/08/19,"16,049,830"
2020/08/20,"15,462,350"
2020/08/21,"15,667,800"
2020/08/24,"15,834,360"
2020/08/25,"16,081,200"
2020/08/26,"16,101,200"
2020/08/27,"15,932,460"
2020/08/28,"15,995,500"
2020/08/31,"15,810,990"
2020/09/01,"15,962,970"
2020/09/02,"16,059,400"
2020/09/03,"16,277,020"
2020/09/04,"16,090,980"
2020/09/07,"16,205,310"
2020/09/08,"16,332,230"
2020/09/09,"16,154,700"
2020/09/10,"16,302,100"
2020/09/11,"16,305,320"
2020/09/14,"16,521,670"
2020/09/15,"16,626,440"
2020/09/16,"16,572,630"
2020/09/17,"16,369,160"
2020/09/18,"16,408,980"
2020/09/21,"16,257,690"
2020/09/22,"15,877,330"
2020/09/23,"15,879,240"
2020/09/24,"15,473,210"
2020/09/25,"15,519,150"
2020/09/28,"15,711,280"
2020/09/29,"15,844,650"
2020/10/05,"16,046,270"
2020/10/06,"16,099,440"
2020/10/07,"16,242,920"
2020/10/08,"16,281,330"
2020/10/12,"16,363,020"
2020/10/13,"16,367,050"
2020/10/14,"16,219,360"
2020/10/15,"16,174,780"
2020/10/16,"16,040,410"
2020/10/19,"16,072,990"
2020/10/20,"16,162,300"
2020/10/21,"16,244,890"
2020/10/22,"16,143,110"
2020/10/23,"16,181,080"
2020/10/26,"16,071,850"
2020/10/27,"15,983,880"
2020/10/28,"16,074,710"
2020/10/29,"15,940,580"
2020/10/30,"15,530,040"
2020/11/02,"15,757,930"
2020/11/03,"16,054,750"
2020/11/04,"16,148,360"
2020/11/05,"16,533,920"
2020/11/06,"16,554,950"
2020/11/09,"16,769,440"
2020/11/10,"16,810,310"
2020/11/11,"17,039,460"
2020/11/12,"16,983,290"
2020/11/13,"17,104,390"
2020/11/16,"17,442,820"
2020/11/17,"17,421,860"
2020/11/18,"17,464,160"
2020/11/19,"17,475,980"
2020/11/20,"17,520,650"
2020/11/23,"17,869,920"
2020/11/24,"17,978,250"
2020/11/25,"17,860,750"
2020/11/26,"18,031,030"
2020/11/27,"18,081,710"
2020/11/30,"17,796,350"
2020/12/01,"18,094,940"
2020/12/02,"18,383,640"
2020/12/03,"18,526,280"
2020/12/04,"18,774,440"
2020/12/07,"18,882,210"
2020/12/08,"18,575,990"
2020/12/09,"18,945,560"
2020/12/10,"18,893,740"
2020/12/11,"19,062,990"
2020/12/14,"19,016,270"
2020/12/15,"18,976,770"
2020/12/16,"19,078,110"
2020/12/17,"19,064,190"
2020/12/18,"19,073,500"
2020/12/21,"19,117,370"
2020/12/22,"18,818,100"
2020/12/23,"19,014,610"
2020/12/24,"19,368,260"
2020/12/28,"19,383,740"
2020/12/29,"19,441,110"
2020/12/30,"19,805,430"
2020/12/31,""
2021/01/04,"20,288,460"
2021/01/05,"20,597,430"
2021/01/06,"20,441,020"
2021/01/07,"20,865,780"
2021/01/08,"21,705,370"
2021/01/11,"21,716,290"
2021/01/12,"21,557,020"
2021/01/13,"21,693,790"
2021/01/14,"21,706,780"
2021/01/15,"21,278,860"
2021/01/18,"20,772,270"
2021/01/19,"21,315,640"
2021/01/20,"21,465,260"
2021/01/21,"21,790,200"
2021/01/22,"21,659,930"
2021/01/25,"22,120,810"
2021/01/26,"21,656,570"
2021/01/27,"21,528,600"
2021/01/28,"21,156,670"
2021/01/29,"20,513,020"
2021/02/01,"21,048,890"
2021/02/02,"21,340,090"
2021/02/03,"21,583,590"
2021/02/04,"21,304,130"
2021/02/05,"21,544,250"
2021/02/08,"21,329,840"
2021/02/09,"21,291,750"
2021/02/10,"21,401,810"
2021/02/15,"21,725,630"
2021/02/16,"21,841,140"
2021/02/17,"21,629,730"
2021/02/18,"21,302,410"
2021/02/19,"21,457,560"
2021/02/22,"21,261,520"
2021/02/23,"21,189,160"
2021/02/24,"20,678,210"
2021/02/25,"21,390,660"
2021/02/26,"20,798,220"
2021/03/02,"21,008,920"
2021/03/03,"21,275,040"
2021/03/04,"21,003,880"
2021/03/05,"20,895,490"
2021/03/08,"20,692,850"
2021/03/09,"20,560,790"
2021/03/10,"20,435,400"
2021/03/11,"20,811,310"
2021/03/12,"21,087,390"
2021/03/15,"21,034,900"
2021/03/16,"21,182,210"
2021/03/17,"21,046,120"
2021/03/18,"21,317,460"
2021/03/19,"21,131,980"
2021/03/22,"21,110,190"
2021/03/23,"20,903,780"
2021/03/24,"20,887,820"
2021/03/25,"20,972,240"
2021/03/26,"21,199,630"
2021/03/29,"21,167,910"
2021/03/30,"21,396,680"
2021/03/31,"21,333,730"
2021/04/01,"21,515,690"
2021/04/02,"21,698,190"
2021/04/05,"21,759,880"
2021/04/06,"21,808,390"
2021/04/07,"21,878,570"
2021/04/08,"21,908,970"
2021/04/09,"21,834,070"
2021/04/12,"21,863,360"
2021/04/13,"22,093,440"
2021/04/14,"22,198,370"
2021/04/15,"22,278,930"
2021/04/16,"22,308,630"
2021/04/19,"22,312,460"
2021/04/20,"22,464,960"
2021/04/21,"22,127,150"
2021/04/22,"22,176,990"
2021/04/23,"22,235,840"
2021/04/26,"22,442,960"
2021/04/27,"22,427,920"
2021/04/28,"22,195,260"
2021/04/29,"22,144,700"
2021/04/30,"21,966,440"
2021/05/03,"21,832,790"
2021/05/04,"21,971,690"
2021/05/06,"22,185,970"
2021/05/07,"22,317,540"
2021/05/10,"22,673,920"
2021/05/11,"22,508,130"
2021/05/12,"22,177,040"
2021/05/13,"21,872,850"
2021/05/14,"22,098,980"
2021/05/17,"21,971,460"
2021/05/18,"22,230,500"
2021/05/20,"22,152,620"
2021/05/21,"22,118,780"
2021/05/24,"22,032,960"
2021/05/25,"22,221,610"
2021/05/26,"22,201,950"
2021/05/27,"22,132,640"
2021/05/28,"22,292,620"
2021/05/31,"22,402,040"
2021/06/01,"22,524,140"
2021/06/02,"22,538,010"
2021/06/03,"22,710,470"
2021/06/04,"22,663,010"
2021/06/07,"22,748,030"
2021/06/08,"22,717,370"
2021/06/09,"22,502,390"
2021/06/10,"22,557,060"
2021/06/11,"22,728,650"
2021/06/14,"22,746,550"
2021/06/15,"22,790,940"
2021/06/16,"22,930,950"
2021/06/17,"22,836,280"
2021/06/18,"22,855,870"
2021/06/21,"22,666,500"
2021/06/22,"22,833,100"
2021/06/23,"22,929,000"
2021/06/24,"23,001,410"
2021/06/25,"23,120,300"
2021/06/28,"23,116,420"
2021/06/29,"23,004,820"
2021/06/30,"23,075,790"
2021/07/01,"22,974,290"
2021/07/02,"22,968,860"
2021/07/05,"23,052,400"
2021/07/06,"23,144,170"
2021/07/07,"23,006,420"
2021/07/08,"22,778,410"
2021/07/09,"22,536,970"
2021/07/12,"22,734,940"
2021/07/13,"22,905,850"
2021/07/14,"22,863,880"
2021/07/15,"23,010,500"
2021/07/16,"23,045,050"
2021/07/19,"22,817,880"
2021/07/20,"22,738,000"
2021/07/21,"22,624,230"
2021/07/22,"22,864,550"
2021/07/23,"22,889,760"
2021/07/26,"22,686,440"
2021/07/27,"22,735,990"
2021/07/28,"22,763,740"
2021/07/29,"22,804,940"
2021/07/30,"22,525,450"
2021/08/02,"22,674,610"
2021/08/03,"22,780,250"
2021/08/04,"23,081,340"
2021/08/05,"23,056,370"
2021/08/06,"23,346,290"
2021/08/09,"23,293,100"
2021/08/10,"23,392,060"
2021/08/11,"23,226,070"
2021/08/12,"23,130,930"
2021/08/13,"22,853,760"
2021/08/17,"22,654,010"
2021/08/18,"22,768,200"
2021/08/19,"22,352,160"
2021/08/20,"22,096,630"
2021/08/23,"22,307,380"
2021/08/24,"22,667,070"
2021/08/25,"22,723,110"
2021/08/26,"22,592,800"
2021/08/27,"22,624,220"
2021/08/30,"22,695,800"
2021/08/31,"23,090,620"
2021/09/01,"23,176,550"
2021/09/02,"22,971,030"
2021/09/03,"23,158,000"
2021/09/06,"23,183,480"
2021/09/07,"23,066,370"
2021/09/08,"22,902,480"
2021/09/09,"22,561,110"
2021/09/10,"22,628,660"
2021/09/13,"22,641,590"
2021/09/14,"22,802,580"
2021/09/15,"22,841,570"
2021/09/16,"22,672,200"
2021/09/17,"22,844,840"
2021/09/23,"22,753,250"
2021/09/24,"22,735,910"
2021/09/27,"22,798,940"
2021/09/28,"22,543,150"
2021/09/29,"22,267,220"
2021/09/30,"22,319,570"
2021/10/01,"21,954,890"
2021/10/05,"21,536,720"
2021/10/06,"21,149,320"
2021/10/07,"21,514,100"
2021/10/08,"21,501,150"
2021/10/12,"21,205,610"
2021/10/13,"21,413,740"
2021/10/14,"21,727,640"
2021/10/15,"21,921,250"
2021/10/18,"21,860,100"
2021/10/19,"22,023,010"
2021/10/20,"21,910,940"
2021/10/21,"21,856,790"
2021/10/22,"21,845,420"
2021/10/25,"21,944,840"
2021/10/26,"22,157,570"
2021/10/27,"21,987,530"
2021/10/28,"21,880,630"
2021/10/29,"21,593,760"
2021/11/01,"21,660,700"
2021/11/02,"21,913,760"
2021/11/03,"21,895,400"
2021/11/04,"21,954,280"
2021/11/05,"21,851,890"
2021/11/08,"21,780,200"
2021/11/09,"21,807,880"
2021/11/10,"21,570,220"
2021/11/11,"21,530,820"
2021/11/12,"21,854,390"
2021/11/15,"22,079,500"
2021/11/16,"22,086,380"
2021/11/17,"21,838,520"
2021/11/18,"21,731,030"
2021/11/19,"21,922,370"
2021/11/22,"22,253,250"
2021/11/23,"22,138,060"
2021/11/24,"22,108,040"
2021/11/25,"21,999,500"
2021/11/26,"21,674,440"
2021/11/29,"21,483,590"
2021/11/30,"20,958,210"
   6.1.1 주식시장(일별)
통계담당 : 한국은행 금융시장국 주식시장팀(02-759-4775)
주 : 휴일제거시 국내 영업일 기준으로 데이터가 조회되어 주식시장 영업일과 차이가 있음

